Reaction ID,Reaction Type,Reactant Name 1,Ammount of reactant 1(mmol),Reactant Name 2,Ammount of reactant 2(mmol),Product Name 1,Product Name 2,Product Name 3,Product 1 R or S,Product 2 R or S,Product 3 R or S,Solvent 1,Solvent 2,Solvent Ratio,Solvent 1 ammount(mL),Solvent 2 ammount(mL),Additive 1,Ammount of additive 1,Additive 2,Ammount of additive 2,Additive 1 step 2,Ammount of additive 1 step 2,Additive 2 step 2,Ammount of additive 2 step 2,"Molecular Sieve(3A, 4A, 5A)",Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),(Pre)Catalyst Name 1,Ligand Name 1,Central Metal of Catalyst 1,Valence of Central Metal 1,Charge of Ligand 1,Ligand 1 Type,Number of Coordination Atoms 1,Type of Coordination Atoms 1,Pre catalyst 2(True or False),(Pre)Catalyst Name 2,Ligand Name 2,Central Metal of Catalyst 2,Valence of Central Metal 2,Charge of Ligand 2,Ligand 2 Type,Number of Coordination Atoms 2,Type of Coordination Atoms 2,Reaction Time/h,Reaction Temperature/C,LED,Reaction Time/h step 2,Reaction Temperature/C step 2,LED step 2,Yield 1,ee 1,Yield 2,ee 2,Yield 3,ee 3,dr 1,dr 2,dr 3,Pressure/atm,S/C 1,S/C 2,L/M 1,L/M 2,Ref.(DOI),pdf name (don't include '.pdf'),"Other information(use ""-"" to split, eg. 'property1-property2')"
36,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.56,0.6,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
37,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L19,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.97,0.07,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
38,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L20,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.83,0.29,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
39,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L21,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.55,0.02,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
40,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L22,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.97,0.26,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
41,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L23,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.95,0.27,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
42,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L24,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.9,0.16,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
43,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L25,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.83,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
44,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L26,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.66,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
45,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L27,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.97,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
46,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L28,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.97,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
47,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L29,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.42,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
48,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L30,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.45,0.02,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
49,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L31,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.74,0.03,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
50,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L32,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.23,0.18,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
51,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L33,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.75,0.05,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
52,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L34,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.42,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
53,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L35,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.55,0.06,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
54,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L36,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.92,0.03,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
55,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L37,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.96,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
56,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L38,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.81,0.15,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
57,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L39,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.82,0.32,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
58,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L40,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.75,0.07,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
59,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L41,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.22,0.5,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
60,,1-iodo-2-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L42,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.83,0,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,1,1-iodo-2-((2-(p-tolyl)allyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(5-methyl-2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.7,0.42,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,1-bromo-2-((2-(p-tolyl)allyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(5-methyl-2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.49,0.09,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,1-((2-(4-(tert-butyl)phenyl)allyl)oxy)-2-iodobenzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-(5-(tert-butyl)-2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)trimethylsilane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.82,0.36,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,1-iodo-2-((2-(4-methoxyphenyl)allyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-(5-methoxy-2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)trimethylsilane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.55,0.61,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,1-((2-(4-fluorophenyl)allyl)oxy)-2-iodobenzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-(5-fluoro-2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)trimethylsilane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.65,0.5,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,1-((2-(4-chlorophenyl)allyl)oxy)-2-iodobenzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-(5-chloro-2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)trimethylsilane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.63,0.6,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,1-((2-(4-bromophenyl)allyl)oxy)-2-iodobenzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-(5-bromo-2-(3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)trimethylsilane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.6,0.76,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,"4-(3-(2-iodophenoxy)prop-1-en-2-yl)-1,1'-biphenyl",0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl((3-(3-(trimethylsilyl)-[1,1'-biphenyl]-4-yl)-2,3-dihydrobenzofuran-3-yl)methyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.97,0.54,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,2-iodo-4-methyl-1-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(5-methyl-3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.98,0.24,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,4-fluoro-2-iodo-1-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-(2-(5-fluoro-3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)trimethylsilane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.5,0.28,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,4-chloro-2-iodo-1-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-(2-(5-chloro-3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)trimethylsilane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.67,0.46,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,1-iodo-2-((2-phenylallyl)oxy)-4-(trifluoromethyl)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-trimethyl(2-(6-(trifluoromethyl)-3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)silane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.98,0.31,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,
,,4-(tert-butyl)-2-iodo-1-((2-phenylallyl)oxy)benzene,0.2,"1,1,1,2,2,2-hexamethyldisilane",1.6,"(S)-(2-(5-(tert-butyl)-3-((trimethylsilyl)methyl)-2,3-dihydrobenzofuran-3-yl)phenyl)trimethylsilane",,,S,,,CH3CN,,,2,,K3PO4,0.5,,,,,,,,,TRUE,Pd(dtbpf)Cl2,L18,Pd,2,0,,1,P,,,,,,,,,,12,70,,,,,0.67,0.45,,,,,,,,,10,,2,,10.1002_ajoc.202100502,10.1002_ajoc.202100502,