Reaction ID,Reaction Type,Reactant Name 1,Ammount of reactant 1(mmol),Reactant Name 2,Ammount of reactant 2(mmol),Product Name 1,Product Name 2,Product 1 R or S,Product 2 R or S,Solvent 2,Solvent 1,Solvent Ratio,Solvent 1 ammount(mL),Additive 1,Ammount of additive 1,Additive 1 step 2,Additive 2,Ammount of additive 2,"Molecular Sieve(3A, 4A, 5A)",Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),(Pre)Catalyst Name 1,Ligand Name 1,Central Metal of Catalyst 1,Valence of Central Metal 1,Charge of Ligand 1,Ligand 1 Type,Number of Coordination Atoms,Type of Coordination Atoms,Reaction Time/h,Reaction Temperature/C,Yield 1,ee 1,Yield 2,ee 2,dr 1,Pressure/atm,S/C 1,L/M 1,Ref.(DOI),pdf name (don't include '.pdf'),"Other information(use ""-"" to split, eg. 'property1-property2')"
35,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,Tetrahydrofuran,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr2,Ni,2,0,,4,"O,O,O,O",48,50,0.91,,0.07,0.98,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
36,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,"1,1-dichloroethane",,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr2,Ni,2,0,,4,"O,O,O,O",48,50,0.96,,trace,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
37,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,cesium carbonate,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.0058,,0.1,0.17,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
38,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,potassium carbonate,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.00032,,0.42,0.11,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
39,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,potassium phosphate heptahydrate,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.0068,,0.23,0.04,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
40,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,sodium hydrogen carbonate,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.45,,0.4,0.99,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
41,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,"N,N-dimethylpyridin-4-amine",1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.91,,,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
42,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,N-ethyl-N-isopropylpropan-2-amine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.38,,0.44,0.99,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
43,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,tributylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.67,,0.37,0.99,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
44,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.47,,0.46,0.98,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
45,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,diethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.19,,,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
46,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,"N1,N1,N2,N2-tetramethylethane-1,2-diamine",1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.8,,,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
47,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,3A MS,20,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.46,,0.39,0.98,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
48,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,4A MS,20,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.36,0.98,0.48,0.96,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
49,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,5A MS,20,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.34,0.97,0.44,0.98,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
50,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,"sodium tetrakis(3,5-bis(trifluoromethyl)phenyl)borate",0.01,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.37,0.85 ,0.46,0.88,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
51,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,Lithium bis(trifluoromethanesulphonyl)imide,0.01,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.20 ,0.97,0.47,0.6,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
52,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,water,3,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",48,50,0.44,,0.44,0.99,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
53,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,,,,,,,,FALSE,G1,,,,,,,,48,50,0.93,0,NR,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
54,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,,,,,,,,FALSE,G2,,,,,,,,48,50,0.73,0,NR,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
55,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) trifluoromethanesulfonate,G3,Ni,2,0,,3,"N,N,N",48,50,0.89,0,NR,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
56,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) trifluoromethanesulfonate,G4,Ni,2,0,,3,"N,N,N",48,50,0.89,0,NR,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
57,2,dimethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) trifluoromethanesulfonate,G5,Ni,2,0,,2,"N,N",48,50,0.83,0,NR,,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
58,2,diethyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"diethyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",30,50,,,0.39,0.99,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
59,2,di-tert-butyl 2-((4-phenylbut-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"di-tert-butyl (R)-2-hydroxy-2-(1-phenylbuta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",96,50,,,0.22,0.99,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
60,2,dimethyl 2-((4-(4-chlorophenyl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-(1-(4-chlorophenyl)buta-1,2-dien-1-yl)-2-hydroxymalonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",72,50,,,0.47,0.95,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
61,2,dimethyl 2-((4-(o-tolyl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-(o-tolyl)buta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",166,50,,,0.44,0.99 ,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
62,2,dimethyl 2-((4-(m-tolyl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-(m-tolyl)buta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",166,50,,,0.43,0.98,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
63,2,dimethyl 2-((4-(p-tolyl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-(p-tolyl)buta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",166,50,,,0.45,0.97,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
64,2,dimethyl 2-((4-(4-methoxyphenyl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-(4-methoxyphenyl)buta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",30,50,,,0.42,0.98,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
65,2,dimethyl 2-((4-(4-(methoxycarbonyl)phenyl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-(4-(methoxycarbonyl)phenyl)buta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",96,50,,,0.42,0.94,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
66,2,dimethyl 2-((4-(4-(trifluoromethyl)phenyl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-(4-(trifluoromethyl)phenyl)buta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",136,50,,,0.44,0.91,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
67,2,dimethyl 2-((4-(naphthalen-1-yl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-(naphthalen-1-yl)buta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",136,50,,,0.38,0.9,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
68,2,dimethyl 2-((4-(thiophen-2-yl)but-3-yn-2-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (S)-2-hydroxy-2-(4-methyl-1-(thiophen-2-yl)penta-1,2-dien-1-yl)malonate",S,S,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",64,50,,,0.49,0.95,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
69,2,dimethyl 2-((4-methyl-1-phenylpent-1-yn-3-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(4-methyl-1-phenylpenta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",184,50,,,0.35,0.97,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
70,2,dimethyl 2-((1-phenylhept-1-yn-3-yl)oxy)malonate,0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-hydroxy-2-(1-phenylhepta-1,2-dien-1-yl)malonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",96,50,,,0.48,0.98,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
71,2,"dimethyl 2-((1,4-diphenylbut-3-yn-2-yl)oxy)malonate",0.1,,,dimethyl (S)-2-((4-phenylbut-3-yn-2-yl)oxy)malonate,"dimethyl (R)-2-(1,4-diphenylbuta-1,2-dien-1-yl)-2-hydroxymalonate",S,R,,ethyl acetate,,0.3,triethylamine,1.2,,,,,,TRUE,nickel(II) perchlorate hexahydrate,L3-PiPr3,Ni,2,0,,4,"O,O,O,O",138,50,,,0.47,0.96,,1,10,1,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",
