,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Ref.(DOI),pdf name (don't include '.pdf'),L/M 1,S/C 1,Reaction Temperature/C,dr 1,Ammount of additive 1,Product 1 R or S,Ammount of additive 2,"Molecular Sieve(3A, 4A, 5A)",Yield 1,Solvent 1 ammount(mL),Charge of Ligand 1,Type of Coordination Atoms,Central Metal of Catalyst 1,Ligand 1 Type,Number of Coordination Atoms,Ammount of reactant 1(mmol),Ammount of Molecular Sieve(mg),Pre catalyst 1(True or False),Reaction ID,Yield 2,Valence of Central Metal 1,"Other information(use ""-"" to split, eg. 'property1-property2')",Product 2 R or S,Pressure/atm,ee 1,ee 2,Reaction Time/h,Reaction Type,Solvent Ratio,Ammount of reactant 2(mmol)
46,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,3A MS,0.46,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,20.0,True,47,0.39,2.0,,R,1,,0.98,48,2,,
47,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,4A MS,0.36,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,20.0,True,48,0.48,2.0,,R,1,0.98,0.96,48,2,,
48,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,5A MS,0.34,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,20.0,True,49,0.44,2.0,,R,1,0.97,0.98,48,2,,
49,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,FC(C1=CC(C(F)(F)F)=CC([B-](C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C1)(F)F.[Na+],,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,0.01,,0.37,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,50,0.46,2.0,,R,1,0.85,0.88,48,2,,
50,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,O=S([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O.[Li+],,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,0.01,,0.2,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,51,0.47,2.0,,R,1,0.97,0.6,48,2,,
51,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,O,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,3.0,,0.44,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,52,0.44,2.0,,R,1,,0.99,48,2,,
52,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,OC[C@@H](/N=C1C(N(C2CCCCC2)C3CCCCC3)=C/1N(C4CCCCC4)C5CCCCC5)CC6=CC=CC=C6,,CC(OCC)=O,,,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,,S,,,0.93,0.3,,,,,,0.1,,False,53,NR,,,R,1,0.0,,48,2,,
53,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=C(N([H])C(C1=CC=CC=C1)C2=CC=CC=C2)[C@H]3N(/C(N([H])C4CCCCC4)=N/C5CCCCC5)CCCC3,,CC(OCC)=O,,,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,,S,,,0.73,0.3,,,,,,0.1,,False,54,NR,,,R,1,0.0,,48,2,,
54,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=S(C(F)(F)F)([O-])=O.O=S(C(F)(F)F)([O-])=O.[Ni+2],C1(C(O2)=N[C@@H]3[C@H]2CC4=C3C=CC=C4)=CC=CC(C(O5)=N[C@@H]6[C@H]5CC7=C6C=CC=C7)=N1,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.89,0.3,0.0,"N,N,N",Ni,,3.0,0.1,,True,55,NR,2.0,,R,1,0.0,,48,2,,
55,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=S(C(F)(F)F)([O-])=O.O=S(C(F)(F)F)([O-])=O.[Ni+2],C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=CC=CC(C4=N[C@@H](C5=CC=CC=C5)CO4)=N1,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.89,0.3,0.0,"N,N,N",Ni,,3.0,0.1,,True,56,NR,2.0,,R,1,0.0,,48,2,,
56,CC(C#CC1=CC=CC=C1)OC(C(OC)=O)C(OC)=O,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,OC(C(C1=CC=CC=C1)=[C@]=C([H])C)(C(OC)=O)C(OC)=O,O=S(C(F)(F)F)([O-])=O.O=S(C(F)(F)F)([O-])=O.[Ni+2],CC(C1=N[C@@H](C2=CC=CC=C2)CO1)(C3=N[C@@H](C4=CC=CC=C4)CO3)C,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,0.83,0.3,0.0,"N,N",Ni,,2.0,0.1,,True,57,NR,2.0,,R,1,0.0,,48,2,,
57,O=C(OCC)C(C(OCC)=O)OC(C)C#CC1=CC=CC=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,CC([H])=[C@@]=C(C(C(OCC)=O)(O)C(OCC)=O)C1=CC=CC=C1,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,58,0.39,2.0,,R,1,,0.99,30,2,,
58,O=C(OC(C)(C)C)C(C(OC(C)(C)C)=O)OC(C)C#CC1=CC=CC=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,CC([H])=[C@@]=C(C(C(OC(C)(C)C)=O)(O)C(OC(C)(C)C)=O)C1=CC=CC=C1,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,59,0.22,2.0,,R,1,,0.99,96,2,,
59,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=C(Cl)C=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,CC([H])=[C@@]=C(C(C(OC)=O)(O)C(OC)=O)C1=CC=C(Cl)C=C1,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,60,0.47,2.0,,R,1,,0.95,72,2,,
60,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=CC=C1C,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,CC1=C(C(C(C(OC)=O)(C(OC)=O)O)=[C@@]=C([H])C)C=CC=C1,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,61,0.44,2.0,,R,1,,0.99,166,2,,
61,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=CC(C)=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=CC(C)=C1)=[C@]=C([H])C)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,62,0.43,2.0,,R,1,,0.98,166,2,,
62,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=C(C)C=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=C(C)C=C1)=[C@]=C([H])C)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,63,0.45,2.0,,R,1,,0.97,166,2,,
63,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=C(OC)C=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=C(OC)C=C1)=[C@]=C([H])C)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,64,0.42,2.0,,R,1,,0.98,30,2,,
64,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=C(C(OC)=O)C=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=C(C(OC)=O)C=C1)=[C@]=C([H])C)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,65,0.42,2.0,,R,1,,0.94,96,2,,
65,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=C(C(F)(F)F)C=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=C(C(F)(F)F)C=C1)=[C@]=C([H])C)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,66,0.44,2.0,,R,1,,0.91,136,2,,
66,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=CC2=C1C=CC=C2,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=C(C=CC=C2)C2=CC=C1)=[C@]=C([H])C)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,67,0.38,2.0,,R,1,,0.9,136,2,,
67,O=C(OC)C(C(OC)=O)OC(C)C#CC1=CC=CS1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=CS1)=[C@]=C([H])C(C)C)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,68,0.49,2.0,,S,1,,0.95,64,2,,
68,O=C(OC)C(C(OC)=O)OC(C(C)C)C#CC1=CC=CC=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=CC=C1)=[C@]=C([H])C(C)C)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,69,0.35,2.0,,R,1,,0.97,184,2,,
69,O=C(OC)C(C(OC)=O)OC(CCCC)C#CC1=CC=CC=C1,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=CC=C1)=[C@]=C([H])CCCC)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,70,0.48,2.0,,R,1,,0.98,96,2,,
70,O=C(OC)C(C(OC)=O)OC(CC1=CC=CC=C1)C#CC2=CC=CC=C2,,C[C@](C#CC1=CC=CC=C1)([H])OC(C(OC)=O)C(OC)=O,COC(C(C(OC)=O)(C(C1=CC=CC=C1)=[C@]=C([H])CC2=CC=CC=C2)O)=O,O=Cl(=O)([O-])=O.O=Cl(=O)([O-])=O.[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[Ni+2],O=C(N([H])C1=C(C(C)C)C=C(C(C)C)C=C1C(C)C)[C@H]2[N@@+]([O-])(CCCC2)CCC[N@@+]3([O-])[C@@H](CCCC3)C(N([H])C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C)=O,CC(OCC)=O,,CCN(CC)CC,,,10.1021/acs.orglett.0c00649,"Org. Lett. 2020, 22, 2692",1,10,50,,1.2,S,,,,0.3,0.0,"O,O,O,O",Ni,,4.0,0.1,,True,71,0.47,2.0,,R,1,,0.96,138,2,,
